"","Year","Hospital.Name","Hospital.County","Cesarean Births","Forceps Delivery","Total Births","Low/Outlet Forceps Delivery","Mid Forceps Delivery","Internal Fetal Monitoring","External Fetal Monitoring","Induction - Artificial Rupture of Membranes","Induction - Medicinal","Augmented Labor","Analgesia","Attended by Licensed Midwife","Vaginal Births","Vaginal Birth After Prior Cesarean","Total Births After Prior Cesarean","Breech Births Delivered Vaginally","Episiotomy","General Anesthesia (Vaginal)","Spinal Anesthesia (Vaginal)","Epidural Anesthesia","Local/Other Anesthesia","Paracervical Anesthesia","Pudendal Anesthesia","Primary Cesarean","Repeat Cesarean","General Anesthesia (Cesarean)","Spinal Anesthesia (Cesarean)","Epidural/Local Anesthesia","Fed Any Breast Milk","Fed Exclusively Breast Milk","Breast Fed Infants Supplemented w/Formula","X","ID","State","lon","lat"
"1042","2015","New York Downtown Hospital","NEW YORK",774,7,2432,NA,NA,0,2390,619,227,113,NA,98,1658,28,268,3,278,0,11,1295,286,0,0,534,240,11,459,304,1899,1075,824,74,74," NY",-74.0072917,40.710394
"1043","2015","Bellevue Hospital Center","NEW YORK",441,6,1447,NA,NA,83,1213,309,425,362,NA,382,1006,59,212,6,38,0,17,621,161,0,0,288,153,39,106,277,1199,520,679,7,7," NY",-73.9762044,40.7396865
"1044","2015","Beth Israel Medical Center/Petrie Campus","NEW YORK",833,15,3676,NA,NA,317,3053,424,638,754,NA,488,2843,125,450,4,164,8,9,1861,501,0,0,508,325,28,481,314,3259,1657,1602,9,9," NY",-73.9825649,40.7333501
"1045","2015","Metropolitan Hospital Center","NEW YORK",241,11,958,NA,NA,241,904,164,146,369,NA,207,717,49,180,0,60,15,8,390,113,0,0,110,131,11,164,63,640,380,260,66,66," NY",-73.9443993,40.7848889
"1046","2015","Harlem Hospital Center","NEW YORK",316,0,869,NA,NA,41,807,59,131,203,NA,0,553,31,180,3,56,36,6,302,46,0,0,167,149,35,179,100,590,295,295,43,43," NY",-73.9395087,40.8143104
"1047","2015","NYU Hospitals Center","NEW YORK",1792,125,5942,NA,NA,2,5893,1184,1460,2209,NA,0,4150,250,731,9,397,6,8,3471,373,0,3,1311,481,30,448,1311,5253,4904,349,88,88," NY",-73.9815497,40.7459158
"1048","2015","Lenox Hill Hospital","NEW YORK",1751,26,4307,NA,NA,18,4259,97,1073,1557,NA,0,2556,62,636,6,498,1,860,1046,112,0,0,1177,574,66,1348,312,3534,2074,1460,53,53," NY",-73.9609812,40.7739364
"1049","2015","Mount Sinai Hospital","NEW YORK",2500,181,7693,NA,NA,144,7632,1112,1832,1917,NA,437,5193,291,1133,47,934,12,133,4349,378,0,4,1658,842,73,1503,919,6391,2112,4279,70,70," NY",-73.9524454,40.7899484
"1050","2015","New York Presbyterian Hospital - New York Weill Cornell Center","NEW YORK",1863,16,5393,NA,NA,73,1255,90,197,168,NA,0,3530,22,394,10,41,0,44,3382,18,0,1,1491,372,6,1537,279,5255,1524,3731,79,79," NY",-73.9542869,40.7643076
"1051","2015","New York Presbyterian Hospital - Columbia Presbyterian Center","NEW YORK",1848,10,4536,NA,NA,227,3987,760,981,443,NA,0,2687,60,774,8,62,5,21,2358,105,0,0,1134,714,60,1288,480,3819,1243,2576,78,78," NY",-73.9441736,40.8417607
"1052","2015","St Lukes Roosevelt Hospital Center - Roosevelt Hospital Division","NEW YORK",1680,39,5856,NA,NA,195,5552,324,790,1130,NA,739,4176,0,427,19,155,28,2260,364,484,0,0,1253,427,39,1356,226,5335,4242,1093,124,124," NY",-73.961459,40.8054014
"1053","2015","Elmhurst Hospital Center","QUEENS",993,7,3047,NA,NA,135,2870,636,636,407,NA,562,2054,88,612,2,92,11,19,1340,275,0,0,469,524,60,631,294,2497,177,2320,34,34," NY",-73.8860322,40.7446774
"1054","2015","Flushing Hospital Medical Center","QUEENS",1111,2,2838,NA,NA,6,2786,313,333,877,NA,0,1727,59,595,0,56,1,49,1053,349,0,1,575,536,45,822,241,2068,1820,248,37,37," NY",-73.8167251,40.7556511
"1055","2015","Jamaica Hospital Medical Center","QUEENS",849,3,2351,NA,NA,0,2339,210,491,661,NA,156,1502,58,471,12,63,6,18,768,277,0,0,436,413,40,680,127,2042,1752,290,48,48," NY",-73.8167613,40.7010611
"1056","2015","Long Island Jewish Medical Center","QUEENS",2772,23,8199,NA,NA,766,8149,1541,1959,2430,NA,10,5427,198,1432,26,1061,11,46,4225,453,0,3,1538,1234,109,1894,743,6236,2504,3732,57,57," NY",-73.7069314,40.7555112
"1057","2015","Queens Hospital Center","QUEENS",538,0,1608,NA,NA,262,1571,45,487,437,NA,0,1070,35,290,1,92,10,5,530,334,0,0,283,255,24,389,121,1160,1025,135,99,99," NY",-73.8045894,40.7169282
"1058","2016","St Peters Hospital","ALBANY",965,3,2800,2,1,46,2771,134,491,791,179,405,1834,79,502,5,91,0,9,1194,183,0,0,542,423,30,673,260,2195,1731,464,126,126," NY",-73.8038346,42.6559038
"1059","2015","St Johns Episcopal Hospital So Shore","QUEENS",283,0,684,NA,NA,2,677,196,84,139,NA,1,401,15,141,1,57,4,0,165,79,0,0,157,126,28,197,56,511,193,318,121,121," NY",-73.7548578,40.5986319
"1060","2015","New York Hospital Medical Center   of Queens","QUEENS",1498,9,4342,NA,NA,609,4246,1786,190,1097,NA,0,2844,44,730,7,1206,13,22,2143,494,0,1,812,686,26,888,580,2985,656,2329,75,75," NY",-73.8254109,40.7454597
"1061","2015","Forest Hills Hospital","QUEENS",704,2,1834,NA,NA,93,1768,95,205,172,NA,37,1130,27,318,3,373,2,9,872,86,0,0,413,291,33,332,338,1641,104,1537,38,38," NY",-73.8448469,40.718106
"1062","2015","Staten Island University Hosp-North","RICHMOND",545,5,2911,NA,NA,10,2865,7,529,283,NA,53,2366,150,458,8,178,3,15,1698,130,0,0,237,308,23,412,96,2381,823,1558,128,128," NY",-74.1502007,40.5795317
"1063","2015","Woodhull Medical & Mental Health Center","KINGS",516,1,1724,NA,NA,471,1566,97,358,325,NA,1133,1208,37,224,2,72,23,4,598,216,0,0,329,187,42,313,159,1561,468,1093,144,144," NY",-73.9430003,40.6994152
"1064","2015","Richmond University Medical Center","RICHMOND",1291,1,2860,NA,NA,2,1190,1585,213,0,NA,12,1569,4,584,19,856,5,733,674,32,0,0,711,580,34,1077,167,1752,668,1084,101,101," NY",-74.1059933,40.6357678
"1065","2016","Mercy Hospital","ERIE",856,7,2416,6,1,170,2355,385,704,810,445,677,1557,55,445,4,93,11,5,1144,214,0,0,466,390,76,549,230,1672,1119,553,64,64," NY",-73.6314088,40.6874502
"1066","2015","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","BRONX",1478,2,4199,NA,NA,4,4185,598,971,369,NA,15,2721,128,824,7,25,2,150,1688,18,0,0,782,696,54,912,508,3401,1198,2203,68,68," NY",-73.8460728,40.8486869
"1067","2015","Millard Fillmore Suburban Hospital","ERIE",949,70,2613,70,0,411,2565,445,766,667,290,7,1663,35,494,0,321,6,1,1395,145,0,0,490,459,54,709,186,2114,1481,633,67,67," NY",-78.7301975,42.993969
"1068","2016","Glens Falls Hospital","WARREN",434,0,1228,0,0,113,1220,6,373,456,685,702,794,1,199,1,20,0,129,391,22,0,0,236,198,15,334,81,965,660,305,40,40," NY",-73.6440058,43.3095164
"1069","2015","New York Presbyterian Hospital - Allen Pavilion","NEW YORK",708,9,2192,NA,NA,104,1488,289,445,340,NA,10,1484,28,333,2,103,3,38,1124,99,0,0,403,305,21,378,295,2162,240,1922,77,77," NY",-73.9148792,40.8730577
"1070","2016","Albany Medical Center Hospital","ALBANY",863,19,1986,18,1,124,1978,463,610,302,1827,0,1122,65,428,5,81,1,37,846,60,0,4,500,363,59,649,153,1267,689,578,2,2," NY",-73.7771411,42.6536483
"1071","2016","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","ALLEGANY",158,0,418,0,0,25,355,18,130,199,193,84,260,0,81,0,6,0,1,123,3,0,0,77,81,13,133,12,309,146,163,63,63," NY",-77.9505441,42.1224097
"1072","2016","Our Lady of Lourdes Memorial Hospital Inc","BROOME",303,2,1077,2,0,52,1063,110,131,239,639,126,773,0,154,1,93,9,5,319,190,0,0,149,154,9,239,54,884,816,68,94,94," NY",-75.9362283,42.0915013
"1073","2016","United Health Services Hospitals Inc. - Wilson Medical Center","BROOME",580,5,1542,5,0,15,1527,175,381,209,824,5,962,39,333,2,99,13,3,522,155,0,0,286,294,30,474,74,1072,967,105,133,133," NY",-75.9583893,42.1142391
"1074","2016","Olean General Hospital","CATTARAUGUS",197,7,749,7,0,57,714,171,211,144,177,423,549,3,99,1,46,0,5,331,52,0,0,101,96,4,160,33,564,516,48,89,89," NY",-78.4277827,42.0902702
"1075","2016","Auburn Memorial Hospital","CAYUGA",109,0,404,0,0,28,391,144,61,82,184,290,295,0,48,0,11,0,0,120,23,0,0,61,48,7,86,16,300,248,52,5,5," NY",-76.5660529,42.9317335
"1076","2016","Columbia Memorial Hospital","COLUMBIA",111,0,385,0,0,0,298,0,48,65,17,62,273,4,67,1,14,0,54,67,0,0,0,48,63,5,96,10,278,244,34,23,23," NY",-73.7796082,42.2463701
"1077","2016","Brooks Memorial Hospital","CHAUTAUQUA",177,0,445,0,0,19,406,189,104,40,356,0,267,1,87,0,31,1,1,180,9,0,0,91,86,10,144,23,203,166,37,15,15," NY",-79.334641,42.4799884
"1078","2016","Woman's Christian Association","CHAUTAUQUA",185,0,611,0,0,1,607,40,117,71,228,135,426,2,86,1,29,12,12,200,60,0,0,101,84,6,144,35,461,444,17,142,142," NY",-79.2336184,42.0915449
"1079","2016","Arnot Ogden Medical Center","CHEMUNG",370,0,1245,0,0,229,1010,14,401,246,1125,655,875,46,214,10,17,2,10,572,40,0,0,202,168,38,288,42,762,533,229,4,4," NY",-76.8268806,42.1009135
"1080","2016","Chenango Memorial Hospital Inc","CHENANGO",98,0,264,0,0,4,262,1,58,65,101,0,166,0,54,0,13,0,0,45,32,0,0,44,54,6,81,11,191,141,50,21,21," NY",-75.5278844,42.5411751
"1081","2016","Champlain Valley Physicians Hospital Medical Center","CLINTON",238,10,895,9,1,131,826,128,177,227,105,207,657,19,122,1,27,3,11,376,28,8,0,135,103,13,163,53,761,700,61,20,20," NY",-73.470012,44.7014924
"1082","2016","Cortland Regional Medical Center Inc","CORTLAND",138,0,454,0,0,5,446,18,94,48,149,27,314,2,61,0,28,0,10,163,7,0,0,79,59,5,105,28,313,266,47,28,28," NY",-76.187635,42.608842
"1083","2016","Vassar Brothers Medical Center","DUTCHESS",898,0,2330,0,0,164,2326,11,507,570,328,67,1432,83,481,4,258,3,1,1056,78,0,4,500,398,52,545,301,1729,1001,728,137,137," NY",-73.935626,41.6933485
"1084","2016","Northern Dutchess Hospital","DUTCHESS",310,0,899,0,0,0,895,283,70,68,686,324,588,33,164,2,11,0,118,113,131,0,0,179,131,3,259,46,772,678,94,85,85," NY",-73.9128078,41.9356016
"1085","2016","Women And Children's Hospital Of Buffalo","ERIE",1022,6,2785,1,5,20,2704,387,879,425,1555,85,1722,111,622,9,83,4,6,1100,150,0,0,511,511,196,678,146,1476,883,593,143,143," NY",-78.8751475,42.9098851
"1086","2016","Sisters of Charity Hospital","ERIE",1091,36,3342,28,8,436,3249,250,900,1175,512,23,2248,122,606,16,258,24,6,1555,400,0,1,607,484,64,724,301,2022,1353,669,109,109," NY",-78.848085,42.9284109
"1087","2016","University Hospital","SUFFOLK",1491,4,3984,2,2,127,2911,165,506,744,385,611,2475,87,760,5,51,5,14,1876,111,0,0,818,673,33,923,521,2968,1331,1637,135,135," NY",-74.4802507,40.6794061
"1088","2016","Adirondack Medical Center-Saranac Lake Site","FRANKLIN",62,0,155,0,0,14,150,14,37,19,73,42,93,0,23,0,21,0,11,20,32,0,0,39,23,2,53,7,125,107,18,1,1," NY",-74.1312867,44.3294896
"1089","2016","Alice Hyde Medical Center","FRANKLIN",69,7,224,7,0,26,215,34,58,82,152,8,155,9,58,2,7,1,0,81,5,0,0,20,49,7,48,14,129,113,16,3,3," NY",-74.2999876,44.8554151
"1090","2016","Nathan Littauer Hospital","FULTON",101,0,310,0,0,2,305,18,59,75,148,129,209,0,49,0,23,0,2,82,52,0,0,52,49,6,90,4,205,184,21,73,73," NY",-74.3319185,43.0715875
"1091","2016","United Memorial Medical Center North Street Campus","GENESEE",198,0,645,0,0,13,639,10,159,310,69,301,447,2,106,0,0,1,3,249,10,0,1,94,104,14,151,33,488,481,7,134,134," NY",-78.1787505,43.0054757
"1092","2016","Samaritan Medical Center","JEFFERSON",359,12,1502,12,0,1,1496,13,450,172,842,368,1141,31,210,5,16,0,6,766,93,0,0,180,179,17,268,74,1054,828,226,105,105," NY",-75.9144928,43.9648367
"1093","2016","Carthage Area Hospital Inc","JEFFERSON",71,0,393,0,0,11,380,51,147,81,300,147,322,13,51,1,5,3,18,142,24,0,0,33,38,1,60,10,304,278,26,17,17," NY",-75.5940464,43.9871213
"1094","2016","Lewis County General Hospital","LEWIS",74,0,244,0,0,11,230,7,41,40,176,0,167,0,36,0,59,2,68,30,15,0,1,38,36,0,69,5,175,155,20,54,54," NY",-75.4995852,43.7958179
"1095","2016","Nicholas H Noyes Memorial Hospital","LIVINGSTON",114,0,359,0,0,15,297,5,95,55,266,163,245,0,61,2,11,1,0,106,12,0,0,53,61,9,92,13,257,204,53,82,82," NY",-77.699907,42.5528296
"1096","2016","Oneida Healthcare Center","MADISON",158,0,481,0,0,3,464,276,126,50,109,0,323,1,70,1,47,1,1,168,49,0,0,89,69,5,133,20,370,321,49,90,90," NY",-75.6537588,43.0775315
"1097","2016","Highland Hospital","MONROE",714,72,2983,71,1,311,2564,12,785,1027,2243,730,2267,80,413,12,48,0,4,1482,265,0,2,381,333,43,469,202,2525,1634,891,44,44," NY",-77.6061769,43.1356875
"1098","2016","Rochester General Hospital","MONROE",706,2,2154,2,0,230,1699,18,700,820,1089,574,1443,52,358,5,41,3,0,1072,4,0,0,400,306,33,528,144,1507,808,699,102,102," NY",-77.5878398,43.1924948
"1099","2016","Strong Memorial Hospital","MONROE",1039,23,2903,19,4,355,1956,120,865,1091,2453,1,1858,118,561,16,60,58,13,1335,94,0,1,596,443,142,723,173,1762,1132,630,130,130," NY",-77.6256413,43.122593
"1100","2016","The Unity Hospital of Rochester","MONROE",500,4,1609,4,0,349,1268,11,423,596,1322,15,1100,48,311,4,58,3,6,669,108,0,0,237,263,31,376,93,1289,794,495,132,132," NY",-77.7052192,43.1925238
"1101","2016","Mercy Medical Center","NASSAU",447,0,994,0,0,25,539,109,137,150,52,9,547,13,223,0,135,9,7,368,78,0,0,237,210,19,354,73,682,223,459,65,65," NY",-73.6314088,40.6874502
"1102","2016","St Marys Hospital at Amsterdam","MONTGOMERY",147,0,461,0,0,9,457,18,77,190,20,0,314,0,83,1,39,0,2,177,39,0,0,64,83,5,119,23,310,225,85,125,125," NY",-74.186919,42.9590091
"1103","2016","Winthrop-University Hospital","NASSAU",2028,11,4853,10,1,309,4836,755,638,1243,15,71,2823,78,953,19,662,11,78,2226,192,0,0,1153,875,68,1467,488,3623,2000,1623,141,141," NY",-73.643129,40.7407591
"1104","2016","South Nassau Communities Hospital","NASSAU",800,0,1938,0,0,154,1189,267,420,482,134,64,1137,8,420,1,271,5,17,850,154,0,0,388,412,34,597,162,1444,953,491,112,112," NY",-73.6304234,40.6518657
"1105","2016","Nassau University Medical Center","NASSAU",405,0,1342,0,0,428,1248,539,199,575,369,144,925,60,260,0,66,6,1,491,99,1,0,206,199,46,272,87,988,150,838,72,72," NY",-73.5540616,40.7272159
"1106","2016","North Shore University Hospital","NASSAU",2580,19,6672,19,0,442,6241,859,1527,1336,484,0,4046,108,1256,12,781,6,39,3357,213,0,1,1432,1148,82,1633,818,5217,2046,3171,84,84," NY",-73.7012035,40.7754975
"1107","2016","Niagara Falls Memorial Medical Center","NIAGARA",200,0,429,0,0,9,387,16,93,71,112,0,229,4,113,2,18,1,3,159,9,0,0,91,109,12,146,42,240,173,67,81,81," NY",-79.0495359,43.0934707
"1108","2016","Eastern Niagara Hospital - Lockport Division","NIAGARA",160,0,342,0,0,2,321,14,30,84,132,5,182,0,111,0,85,0,6,50,35,0,0,49,111,12,144,3,197,152,45,30,30," NY",-78.6903098,43.1706128
"1109","2016","Mount St Marys Hospital and Health Center","NIAGARA",184,2,378,1,1,13,364,9,88,106,95,0,158,4,120,1,5,1,1,118,6,0,0,68,116,17,135,32,245,169,76,71,71," NY",-79.0330756,43.1537841
"1110","2016","Rome Memorial Hospital, Inc","ONEIDA",143,0,522,0,0,76,422,20,129,159,310,156,378,2,77,0,33,1,16,180,58,0,0,68,75,12,117,14,375,314,61,NA,NA,NA,NA,NA
"1111","2016","Faxton-St Lukes Healthcare St Lukes Division","ONEIDA",775,1,1860,1,0,110,1736,160,318,258,590,2,1085,20,418,1,178,0,46,640,104,0,0,377,398,24,639,111,1231,779,452,36,36," NY",-75.2766254,43.096879
"1112","2016","Community-General Hospital of Greater Syracuse","ONONDAGA",290,2,1024,2,0,3,1008,165,266,380,609,521,734,12,155,1,0,0,143,277,55,0,0,147,143,10,253,27,701,636,65,25,25," NY",-76.1474244,43.0481221
"1113","2016","St Josephs Hospital Health Center","ONONDAGA",652,0,2045,0,0,17,2032,44,486,318,1612,250,1393,1,274,2,104,11,5,707,348,0,0,379,273,43,559,50,1550,1439,111,122,122," NY",-75.9689088,41.1438275
"1114","2016","Crouse Hospital","ONONDAGA",1394,7,3910,7,0,691,3884,44,1084,1093,1217,177,2514,133,733,17,182,3,7,1470,454,0,10,794,600,101,1146,146,2462,1415,1047,29,29," NY",-76.138599,43.0414634
"1115","2016","F F Thompson Hospital","ONTARIO",138,5,681,5,0,25,625,70,207,278,365,186,542,17,71,2,26,0,0,281,104,0,0,84,54,7,101,29,572,468,104,35,35," NY",-77.28973,42.876232
"1116","2016","St Luke's Cornwall Hospital/Newburgh","ORANGE",273,0,877,0,0,83,867,11,227,458,166,91,604,28,152,3,67,0,6,337,91,0,0,149,124,7,204,62,625,246,379,123,123," NY",-74.0149005,41.5037064
"1117","2016","Orange Regional Medical Center-Goshen Campus","ORANGE",660,1,1933,1,0,7,502,62,472,566,356,0,1273,35,341,0,22,2,16,786,238,0,0,354,306,42,518,84,1333,824,509,91,91," NY",-74.3218124,41.3892711
"1118","2016","Southampton Hospital","SUFFOLK",200,8,722,8,0,8,703,28,166,176,74,11,520,3,105,0,113,2,2,289,100,0,0,98,102,4,164,32,623,327,296,113,113," NY",-72.3801804,40.8851774
"1119","2016","St Anthony Community Hospital","ORANGE",137,0,341,0,0,13,336,159,140,190,17,0,204,0,78,0,75,0,0,147,36,0,0,59,78,6,96,35,295,207,88,115,115," NY",-74.357556,41.2612731
"1120","2016","Oswego Hospital","OSWEGO",191,0,569,0,0,71,559,192,143,132,259,149,378,9,104,0,30,1,0,128,98,0,0,96,95,21,152,17,352,255,97,93,93," NY",-76.5163805,43.4537948
"1121","2016","Aurelia Osborn Fox Memorial Hospital","OTSEGO",53,0,149,0,0,10,146,2,24,77,80,0,96,0,20,1,7,2,5,29,39,0,0,33,20,8,41,4,113,96,17,6,6," NY",-75.0522916,42.4578897
"1122","2016","Mary Imogene Bassett Hospital","OTSEGO",242,0,922,0,0,188,919,7,218,394,706,349,680,19,152,0,28,0,55,315,151,0,3,109,133,11,185,45,748,549,199,60,60," NY",-74.9235838,42.6956943
"1123","2016","Putnam Hospital Center","PUTNAM",163,0,421,0,0,61,336,29,109,40,42,116,258,4,66,1,68,0,50,143,8,0,0,101,62,1,140,20,344,297,47,98,98," NY",-73.6631781,41.3835529
"1124","2016","Samaritan Hospital","RENSSELAER",286,1,1002,1,0,35,987,50,184,195,667,240,716,20,162,2,62,1,25,328,79,0,0,144,142,9,233,40,761,637,124,104,104," NY",-73.6720969,42.7336275
"1125","2016","Nyack Hospital","ROCKLAND",438,1,1920,1,0,54,1868,128,257,294,264,667,1482,58,275,0,70,4,42,592,317,1,0,221,217,18,313,107,1582,332,1250,87,87," NY",-73.9260511,41.0958962
"1126","2016","Good Samaritan Hospital of Suffern","ROCKLAND",411,0,2712,0,0,104,2329,234,380,364,516,338,2255,119,287,8,278,4,2,1376,234,0,0,243,168,11,251,142,2292,1099,1193,42,42," NY",-74.1339973,41.1114834
"1127","2016","Claxton-Hepburn Medical Center","ST LAWRENCE",103,0,217,0,0,7,213,10,39,21,65,0,114,4,64,0,32,0,5,58,24,0,2,43,60,5,96,2,122,73,49,22,22," NY",-75.4995175,44.6912242
"1128","2016","Massena Memorial Hospital","ST LAWRENCE",58,0,177,0,0,1,161,17,35,27,72,85,117,0,29,0,1,4,1,28,13,0,0,29,29,4,51,3,123,102,21,61,61," NY",-74.9090203,44.9361552
"1129","2016","Corning Hospital","STEUBEN",188,1,547,1,0,43,536,15,134,112,476,0,357,1,86,0,16,3,1,243,17,0,0,103,85,9,138,41,426,348,78,27,27," NY",-77.0546903,42.1428521
"1130","2016","Canton-Potsdam Hospital","ST LAWRENCE",268,4,522,4,0,5,517,38,107,105,163,28,254,2,119,1,56,2,14,116,58,0,0,151,117,23,241,4,387,357,30,16,16," NY",-74.9825672,44.6764714
"1131","2016","Saratoga Hospital","SARATOGA",226,0,773,0,0,14,764,36,133,138,60,170,547,0,108,0,70,0,29,371,26,0,0,118,108,10,160,55,639,543,96,106,106," NY",-73.7976256,43.0862373
"1132","2016","Ellis Hospital - Bellevue Woman's Care Center Division","SCHENECTADY",874,13,2654,13,0,5,2602,777,564,255,1948,276,1771,64,439,1,117,1,623,743,82,0,0,499,375,3,434,424,2083,1516,567,33,33," NY",-73.8810494,42.7924655
"1133","2016","St Charles Hospital","SUFFOLK",577,12,1319,11,1,61,1052,37,195,205,354,0,742,5,293,1,102,0,51,566,48,0,1,289,288,9,438,127,981,701,280,118,118," NY",-73.0609201,40.9466502
"1134","2016","Huntington Hospital","SUFFOLK",567,6,1402,6,0,63,1285,222,236,245,149,83,834,13,287,0,104,3,10,594,65,0,14,293,274,10,378,169,1219,513,706,46,46," NY",-73.4164165,40.879622
"1135","2016","Southside Hospital","SUFFOLK",1237,1,2661,0,1,249,2202,394,418,373,373,0,1423,14,709,1,397,7,17,758,171,0,0,542,695,36,1009,172,2148,696,1452,114,114," NY",-73.241274,40.7255982
"1136","2016","Good Samaritan Hospital Medical Center","SUFFOLK",1365,6,2648,4,2,0,2638,124,556,846,2634,0,1283,16,650,2,396,3,30,1033,63,0,1,731,634,78,1074,213,1854,983,871,41,41," NY",-73.2943189,40.6940832
"1137","2016","Catskill Regional Medical Center","SULLIVAN",207,0,590,0,0,0,556,212,85,88,303,0,382,13,109,0,32,0,0,228,9,0,0,111,96,9,156,42,468,324,144,18,18," NY",-74.7372731,41.7093868
"1138","2016","Peconic Bay Medical Center","SUFFOLK",134,0,309,0,0,24,281,14,20,90,61,0,159,4,79,0,62,0,1,22,48,0,0,59,75,5,123,5,258,102,156,95,95," NY",-72.673446,40.9345059
"1139","2016","St Catherine of Siena Hospital","SUFFOLK",341,0,751,0,0,2,729,234,192,195,622,0,410,6,174,0,18,0,33,277,30,0,0,173,168,9,238,94,537,281,256,117,117," NY",-73.2231986,40.8683584
"1140","2016","Cayuga Medical Center at Ithaca","TOMPKINS",268,3,886,3,0,47,873,23,175,412,113,328,616,10,124,1,46,0,26,357,137,0,0,154,114,8,195,65,797,637,160,19,19," NY",-76.5380862,42.4688745
"1141","2016","Kingston Hospital","ULSTER",121,1,363,1,0,8,360,5,64,71,138,62,242,5,65,2,16,0,44,0,2,0,0,61,60,0,121,0,266,209,57,50,50," NY",-73.9973608,41.9270367
"1142","2016","Lawrence Hospital Center","WESTCHESTER",563,0,1390,0,0,23,1035,160,178,184,96,0,826,10,273,0,181,3,31,443,165,0,0,300,263,18,449,95,1024,754,270,52,52," NY",-73.8370295,40.9423709
"1143","2016","Newark-Wayne Community Hospital","WAYNE",176,1,679,1,0,45,622,25,176,229,562,122,502,15,102,0,14,1,1,311,14,0,0,89,87,22,127,26,481,324,157,80,80," NY",-77.1020907,43.0605912
"1144","2016","Hudson Valley Hospital Center","WESTCHESTER",178,1,760,1,0,13,568,98,155,112,352,330,582,25,106,5,134,14,17,231,73,0,0,97,81,5,108,60,677,644,33,45,45," NY",-73.892419,41.29265
"1145","2016","North Central Bronx Hospital","BRONX",405,3,1296,NA,NA,151,1227,71,313,142,NA,837,891,34,214,2,35,5,4,435,208,0,0,225,180,22,294,75,1150,632,518,83,83," NY",-73.8810825,40.8805787
"1146","2016","White Plains Hospital Center","WESTCHESTER",733,3,1886,3,0,23,1467,56,321,330,40,77,1150,1,306,0,748,1,123,754,155,0,0,428,305,7,557,167,1469,1255,214,140,140," NY",-73.768986,41.0260327
"1147","2016","SJRH - St Johns Division","WESTCHESTER",493,0,1201,0,0,35,1184,98,174,309,395,0,708,18,282,6,223,1,4,305,216,0,0,229,264,9,433,49,863,203,660,110,110," NY",-74.102728,40.8061405
"1148","2016","Sound Shore Medical Center of Westchester","WESTCHESTER",394,0,1093,0,0,121,728,137,146,232,128,0,698,6,199,0,208,21,13,267,169,0,0,201,193,11,338,41,932,267,665,111,111," NY",-73.7878157,40.912599
"1149","2016","Northern Westchester Hospital","WESTCHESTER",703,1,1581,1,0,46,1580,56,317,509,353,10,878,16,329,0,88,1,32,660,73,0,1,390,313,12,549,141,1303,813,490,86,86," NY",-74.0056055,41.196535
"1150","2016","Phelps Memorial Hospital Assn","WESTCHESTER",255,0,912,0,0,25,876,34,156,170,650,414,657,11,137,1,331,4,4,259,160,0,0,129,126,6,171,77,856,667,189,96,96," NY",-73.8630631,41.1087491
"1151","2016","Maimonides Medical Center","KINGS",2139,9,8389,NA,NA,1325,8181,580,1391,1814,NA,1660,6250,344,1279,19,1184,7,1577,2372,831,0,40,1204,935,60,1339,728,7203,1881,5322,59,59," NY",-73.9986929,40.6396041
"1152","2016","Westchester Medical Center","WESTCHESTER",408,6,871,6,0,224,837,140,143,271,34,0,463,56,250,14,17,15,7,300,32,0,0,214,194,41,264,97,409,91,318,138,138," NY",-73.80582,41.08878
"1153","2016","Wyoming County Community Hospital","WYOMING",24,0,132,0,0,19,129,13,39,21,31,71,108,0,10,0,7,1,0,42,17,0,0,14,10,1,17,6,91,79,12,146,146," NY",-78.1309827,42.754231
"1154","2016","Jacobi Medical Center","BRONX",720,3,1922,NA,NA,200,1734,72,462,278,NA,1099,1202,40,326,9,57,8,12,667,175,0,0,434,286,33,452,199,1634,846,788,47,47," NY",-73.8464133,40.8557535
"1155","2016","Montefiore Medical Center - North Division","BRONX",722,8,2244,NA,NA,1,2232,99,344,379,NA,2,1522,72,413,11,36,0,39,1041,32,0,0,381,341,10,428,268,1885,164,1721,69,69," NY",-73.8799255,40.8798864
"1156","2016","Lincoln Medical & Mental Health Center","BRONX",653,5,2093,NA,NA,257,2050,307,429,433,NA,0,1440,65,363,5,131,8,32,819,192,0,1,355,298,47,372,229,1685,327,1358,55,55," NY",-73.9235258,40.8170308
"1157","2016","St Barnabas Hospital","BRONX",315,0,984,NA,NA,22,826,38,181,143,NA,156,669,36,166,0,23,4,3,353,76,0,0,185,130,7,166,113,797,125,672,116,116," NY",-73.8902908,40.8536538
"1158","2016","Bronx-Lebanon Hospital Center - Concourse Division","BRONX",822,0,2052,NA,NA,129,703,67,125,70,NA,236,1230,48,427,5,63,0,29,501,150,0,2,443,379,11,635,173,1410,28,1382,11,11," NY",-73.9110165,40.8434469
"1159","2016","Brookdale Hospital Medical Center","KINGS",406,1,1055,NA,NA,3,954,32,137,213,NA,409,649,36,224,8,0,1,9,262,25,0,0,218,188,25,262,108,718,501,217,12,12," NY",-73.9145464,40.6549753
